sheet_entry_KEY,update__staff_KEY,staff_KEY,staff__staff_id,staff__staff_id_sortable,staff__description,sheet_date,approved__staff_KEY,approved__staff_id,approved__staff_id_sortable,approved__description,approved_date,posted__staff_KEY,posted__staff_id,posted__staff_id_sortable,posted__description,posted_date,client_KEY,client__client_id,client__client_id_sortable,client__description,client__office_KEY,historical_client_partner__staff_KEY,client__manager__staff_KEY,client__associate__staff_KEY,engagement_KEY,engagement__description,engagement__client_KEY,engagement__engagement_template_KEY,engagement__engagement_template__engagement_template_id,engagement__engagement_template__engagement_template_id_sortable,engagement__engagement_type_KEY,engagement__office_KEY,engagement__biller__staff_KEY,engagement__reviewer__staff_KEY,engagement__manager__staff_KEY,activity_KEY,activity__activity_id,activity__activity_id_sortable,activity__description,activity__activity_category_KEY,activity__activity_class_KEY,activity__activity_status_KEY,activity__billing_rate_type_KEY,activity__rate_type_KEY,activity__activity_method_KEY,activity__activity_surcharge_method_KEY,entry_date,staff_billing_rate_KEY,staff_billing_rate__staff_rate_table_KEY,staff_billing_rate__billing_rate_type_KEY,units,unit_cost,unit_price,amount,comment,biller_note,complete,sheet_entry_type_KEY,sheet_entry_type__description,billed,open_date,live_open_amount,live_open_units,posted_open_amount,posted_open_units,timer_KEY,timer_start_utc,billing_rate_type__description,project__schedule_item_KEY,project_KEY,project_template__project_template_id,project_template__project_template_id_sortable,project__description,task__schedule_item_KEY,task_KEY,task__task_order_description,education_course__schedule_item_KEY,calculated_amount,amount_is_overridden,sheet_entry_has_links,sheet_entry_has_custom_values,integration_application_KEY,integration_application__description,table_information_KEY,constant_1,constant_2,constant_3,constant_4,constant_5,constant_6,constant_7,constant_8,constant_9,constant_10
36,61,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",04/08/2019,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",04/09/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/09/2019,2,35062011000,35062011000                              `,UnityVault Bank,1,84,87,6,13,Taxation,2,TAX,TAX,TAX,4,1,87,84,87,40,REVIEW,REVIEW,Reviewing,1,1,1,1,1,1,1,04/08/2019,5563,5414,1,2.9,76,250,725,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,725,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
37,61,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",03/21/2019,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",03/22/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/22/2019,5,34283535000,34283535000                              `,HorizonBank Corp,1,84,87,6,15,Taxation,5,TAX,TAX,TAX,4,1,87,84,87,40,REVIEW,REVIEW,Reviewing,1,1,1,1,1,1,1,03/21/2019,5201,9678,1,0,76,250,0,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,0,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
38,61,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",04/03/2019,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",04/04/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/04/2019,5,34283535000,34283535000                              `,HorizonBank Corp,1,84,87,6,15,Taxation,5,TAX,TAX,TAX,4,1,87,84,87,40,REVIEW,REVIEW,Reviewing,1,1,1,1,1,1,1,04/03/2019,4086,6830,1,0.5,76,250,125,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,125,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
39,61,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",03/05/2019,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",03/06/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/06/2019,5,34283535000,34283535000                              `,HorizonBank Corp,1,84,87,6,15,Taxation,5,TAX,TAX,TAX,4,1,87,84,87,40,REVIEW,REVIEW,Reviewing,1,1,1,1,1,1,1,03/05/2019,7014,7592,1,0.5,76,250,125,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,125,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
40,61,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",04/04/2019,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",04/05/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/05/2019,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,16,Taxation,6,TAX,TAX,TAX,4,1,87,84,87,40,REVIEW,REVIEW,Reviewing,1,1,1,1,1,1,1,04/04/2019,2653,3454,1,3,76,250,750,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,750,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
41,61,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",03/21/2018,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",03/22/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/22/2018,2,35062011000,35062011000                              `,UnityVault Bank,1,84,87,6,25,Data Analysis,2,DATA,DATA,DATA,2,1,87,,87,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,03/21/2018,7334,7254,1,0.3,76,200,60,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,60,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
42,61,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",03/22/2019,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",03/23/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/23/2019,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,1,84,87,6,17,Taxation,7,TAX,TAX,TAX,4,1,87,84,87,40,REVIEW,REVIEW,Reviewing,1,1,1,1,1,1,1,03/22/2019,6079,5179,1,1,76,250,250,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,250,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
43,61,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",04/03/2019,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",04/04/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/04/2019,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,1,84,87,6,17,Taxation,7,TAX,TAX,TAX,4,1,87,84,87,40,REVIEW,REVIEW,Reviewing,1,1,1,1,1,1,1,04/03/2019,6902,8333,1,2.2,76,250,550,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,550,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
44,61,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",02/09/2016,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",02/11/2016,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/11/2016,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,30,Data Analysis,6,DATA,DATA,DATA,2,1,87,,87,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,02/09/2016,2538,2083,1,0.2,40,180,36,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,36,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
45,61,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",03/05/2019,76,4337JW,Z00000004337JW                            g,"Ward, Jaime",03/06/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/06/2019,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,1,84,87,6,17,Taxation,7,TAX,TAX,TAX,4,1,87,84,87,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,03/05/2019,7012,4363,1,0.3,76,250,75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
46,61,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",05/28/2018,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",05/29/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/29/2018,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,79,Data Analysis,14,DATA,DATA,DATA,2,1,136,,136,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,05/28/2018,5667,4581,1,0.1,60,150,15,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,15,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
47,61,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",06/19/2018,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",06/21/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/21/2018,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,79,Data Analysis,14,DATA,DATA,DATA,2,1,136,,136,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,06/19/2018,4561,3463,1,0.25,60,150,37.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,37.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
48,61,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",01/31/2018,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",02/01/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/01/2018,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,79,Data Analysis,14,DATA,DATA,DATA,2,1,136,,136,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,01/31/2018,5817,6492,1,0.5,60,150,75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
49,61,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",02/03/2020,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",02/05/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/05/2020,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,79,Data Analysis,14,DATA,DATA,DATA,2,1,136,,136,44,CONSULTING,CONSULTING,Consuling services,1,1,1,1,1,1,1,02/03/2020,3833,4514,1,0.8,68,170,136,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,136,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
50,61,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",03/20/2018,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",03/21/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/21/2018,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,79,Data Analysis,14,DATA,DATA,DATA,2,1,136,,136,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,03/20/2018,5695,5443,1,0.25,60,150,37.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,37.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
51,61,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",03/31/2021,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",03/22/2021,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/22/2021,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,96,Taxation,14,TAX,TAX,TAX,4,1,136,87,136,1,ADVANCE,ADVANCE,Advanced work,1,1,1,1,1,1,1,03/31/2021,9305,8649,1,0,53,170,0,,,TRUE,2,Progress Billing,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,0,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
52,61,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",04/20/2021,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",04/23/2021,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/23/2021,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,96,Taxation,14,TAX,TAX,TAX,4,1,136,87,136,1,ADVANCE,ADVANCE,Advanced work,1,1,1,1,1,1,1,04/20/2021,5049,2530,1,0,53,170,0,,,TRUE,2,Progress Billing,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,0,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
53,61,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",05/13/2021,58,2994LL,Z00000002994LL                            g,"Levy, Leroy",05/13/2021,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/13/2021,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,96,Taxation,14,TAX,TAX,TAX,4,1,136,87,136,1,ADVANCE,ADVANCE,Advanced work,1,1,1,1,1,1,1,05/13/2021,6844,7480,1,0,53,170,0,,,TRUE,2,Progress Billing,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,0,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
54,61,71,4193AB,Z00000004193AB                            g,"Beasley, Anya",06/14/2013,71,4193AB,Z00000004193AB                            g,"Beasley, Anya",06/14/2013,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/14/2013,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,21,Data Analysis,1,DATA,DATA,DATA,2,1,94,,94,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,06/14/2013,2593,7545,1,2,34,85,170,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,170,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
55,69,69,4120RO,Z00000004120RO                            g,"Oneill, Rahim",10/30/2018,69,4120RO,Z00000004120RO                            g,"Oneill, Rahim",11/04/2018,69,4120RO,Z00000004120RO                            g,"Oneill, Rahim",11/04/2018,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,30,Data Analysis,6,DATA,DATA,DATA,2,1,87,,87,44,CONSULTING,CONSULTING,Consuling services,1,1,1,1,1,1,1,10/30/2018,6757,7022,1,1,114,285,285,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,285,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
56,61,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",06/02/2022,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",06/06/2022,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",06/06/2022,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,16,Taxation,6,TAX,TAX,TAX,4,1,87,84,87,47,MEETING,MEETING,Meetings,2,2,1,1,1,1,1,06/02/2022,2609,5512,1,1,0,350,350,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,350,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
57,61,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",08/04/2022,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",08/08/2022,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",08/08/2022,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,16,Taxation,6,TAX,TAX,TAX,4,1,87,84,87,47,MEETING,MEETING,Meetings,2,2,1,1,1,1,1,08/04/2022,7828,3384,1,1.5,0,350,525,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,525,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
58,61,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",02/24/2021,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",02/25/2021,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/25/2021,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,16,Taxation,6,TAX,TAX,TAX,4,1,87,84,87,47,MEETING,MEETING,Meetings,2,2,1,1,1,1,1,02/24/2021,7323,3269,1,1.25,95,330,412.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,412.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
59,61,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",05/03/2022,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",05/03/2022,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/03/2022,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,16,Taxation,6,TAX,TAX,TAX,4,1,87,84,87,47,MEETING,MEETING,Meetings,2,2,1,1,1,1,1,05/03/2022,9646,3693,1,1,0,350,350,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,350,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
60,61,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",09/21/2017,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",09/22/2017,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/22/2017,2,35062011000,35062011000                              `,UnityVault Bank,1,84,87,6,13,Taxation,2,TAX,TAX,TAX,4,1,87,84,87,47,MEETING,MEETING,Meetings,2,2,1,1,1,1,1,09/21/2017,7244,4475,1,0.5,130,325,162.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,162.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
61,61,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",02/09/2018,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",02/12/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/12/2018,12,25103704500,25103704500                              `,ProsperPath Investments,1,84,87,6,12,Taxation,12,TAX,TAX,TAX,4,1,87,84,87,47,MEETING,MEETING,Meetings,2,2,1,1,1,1,1,02/09/2018,6616,5064,1,0.75,130,325,243.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,243.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
62,61,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",03/27/2019,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",03/28/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/28/2019,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,16,Taxation,6,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/27/2019,7606,8850,1,1,132,330,330,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,330,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
63,61,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",03/20/2023,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",03/20/2023,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/20/2023,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,77,Taxation,4,TAX,TAX,TAX,4,1,94,94,94,44,CONSULTING,CONSULTING,Consuling services,1,1,1,1,1,1,1,03/20/2023,2986,2747,1,1.5,0,400,600,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,600,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
64,61,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",02/14/2023,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",02/27/2023,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/27/2023,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,76,Taxation,1,TAX,TAX,TAX,4,1,94,94,94,44,CONSULTING,CONSULTING,Consuling services,1,1,1,1,1,1,1,02/14/2023,3166,3846,1,1.5,0,400,600,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,600,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
65,61,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",02/13/2018,68,2967MN,Z00000002967MN                            g,"Nicholson, Maximilian",02/14/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",02/14/2018,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,16,Taxation,6,TAX,TAX,TAX,4,1,87,84,87,44,CONSULTING,CONSULTING,Consuling services,1,1,1,1,1,1,1,02/13/2018,4235,3299,1,0.75,130,325,243.75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,243.75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
66,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/02/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/02/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/02/2019,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,04/02/2019,5237,6718,1,0.25,54,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
67,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",08/12/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",08/12/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",08/12/2020,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,93,Accounting,1,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,08/12/2020,3391,7403,1,0.75,54,140,105,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,105,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
68,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",08/12/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",08/12/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",08/12/2020,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,08/12/2020,7921,2769,1,0.75,54,140,105,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,105,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
69,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/30/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/30/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/30/2020,4,27956983500,27956983500                              `,WealthWave Advisors,1,94,94,6,92,Accounting,4,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,95,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,09/30/2020,5390,5979,1,0.25,38,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
70,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/08/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/08/2019,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",04/08/2019,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,19,Outsourced CFO,6,OCFO,OCFO,OCFO,1,1,87,84,87,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,04/08/2019,4052,5275,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
71,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/11/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/11/2020,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",09/11/2020,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,76,Taxation,1,TAX,TAX,TAX,4,1,94,94,94,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,09/11/2020,7073,5464,1,0.25,38,140,35,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,35,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
72,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/14/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/14/2018,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",03/14/2018,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,19,Outsourced CFO,6,OCFO,OCFO,OCFO,1,1,87,84,87,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,03/14/2018,2122,6096,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
73,61,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/28/2014,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/28/2014,61,2014HM,Z00000002014HM                            g,"Moss, Haleema",05/28/2014,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,19,Outsourced CFO,6,OCFO,OCFO,OCFO,1,1,87,84,87,41,OTHER,OTHER,Other Activity,1,1,1,1,1,1,1,05/28/2014,9126,4137,1,0.5,32,80,40,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,,,,,,,,,,40,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
