task_KEY,update__staff_KEY,project_KEY,project__project_number,project__description,project__priority_KEY,project_template__project_template_id,project_template__project_template_id_sortable,engagement__client_KEY,client__client_id,client__client_id_sortable,client__description,engagement_KEY,completion_order,task_order_description,activity_KEY,activity__activity_id,activity__activity_id_sortable,activity__description,activity__activity_method_KEY,staff_KEY,staff__staff_id,staff__staff_id_sortable,staff__description,tracking_description_KEY,tracking_description__description,budgeted_hours,budgeted_hours_variance,is_over_budgeted_hours,stored_budgeted_amount,calculated_budgeted_amount,target_start_date,target_complete_date,actual_start_date,actual_complete_date,target,completion_event,comments,task_template_KEY,solution_type_name,completion_event_recorded_date_utc,task_number,project_template_KEY,posted_actual_hours,posted_actual_amount,live_actual_hours,live_actual_amount,remaining_hours_adjustment,remaining_hours_adjustment_count,remaining_hours,has_remaining_hours_entries,schedule_item_KEY,ready,assigned_staff_list,assigned_staff_id_list,budgeted_amount_is_calculated,description,budgeted_amount,budgeted_amount_variance,is_over_budgeted_amount
58,61,205,10205,Taxation,999,1120S,1120S,19,26265427500,26265427500                              `,BrightHorizon Enterprises,10,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.75,-1.25,True,187.5,187.5,43905,43905,43894,44196,,,,19,2019 UltraTax CS,43878.9669,267156,106,2,500,2,500,0,0,-1.25,False,560843,False,"Ward, Jaime",4337JW,True,Review,187.5,-312.5,True
59,61,136,10136,Accounting,999,SEPACCOUNT,SEPACCOUNT,1,38684554500,38684554500                              `,LedgerLogic Accounting,93,3,3: Other,41,OTHER,OTHER,Other Activity,1,92,4194AM,4194AM,"Murphy, Asia",999,Completed,0,-0.75,True,0,0,41568,41568,41528,41578,,,,4,Other,41448.16544,20213,36,0.75,54,0.75,54,0,0,-0.75,False,27914,False,"Murphy, Asia",4194AM,True,Other,0,-54,True
60,61,201,10201,Taxation,999,1120S,1120S,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,17,3,3: Other,41,OTHER,OTHER,Other Activity,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.25,0.25,False,87.5,87.5,44635,44635,44659,44963,,,,20,2020 UltraTax CS,44530.46743,378125,106,0,0,0,0,0,0,0.25,False,725091,False,"Mccoy, Ridwan",2247RM,True,Other,87.5,87.5,False
61,61,365,10365,Payroll,999,PAYROLL,PAYROLL,23,25616209500,25616209500                              `,BrightFutures Finance,87,2,2: Quarterly,53,QUARTERLY,QUARTERLY,Quarterly services,1,123,3525HN,3525HN,"Neal, Hamza",999,Completed,0,-5.62,True,0,0,44530,44560,44588,44963,,,,57,Other,44428.89053,363369,1597,5.62,555,5.62,555,0,0,-5.62,False,701172,False,"Neal, Hamza",3525HN,True,Quarterly,0,-555,True
62,61,101,10101,Taxation,999,TAXAMENDTR,TAXAMENDTR,9,40459066500,40459066500                              `,FreshFinds Marketplace,35,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,103,2448SR,2448SR,"Rios, Sara",999,Completed,0.25,-0.25,True,56.25,56.25,44651,44651,44643,44963,,,,12,2021 UltraTax CS,44627.93666,391632,57,0.5,112.5,0.5,112.5,0,0,-0.25,False,748336,False,"Rios, Sara",2448SR,True,Review,56.25,-56.25,True
63,61,148,10148,Payroll,999,1099,1099,4,27956983500,27956983500                              `,WealthWave Advisors,66,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,61,2014HM,2014HM,"Moss, Haleema",999,Completed,0.25,0.15,False,35,35,44228,44228,44224,44249,,,,30,Creative Solutions Accounting,44166.37953,298858,145,0.1,0,0.1,0,0,0,0.15,False,618574,False,"Moss, Haleema",2014HM,True,Review,35,35,False
64,61,272,10272,Taxation,999,1065,1065,16,21747927000,21747927000                              `,ClearCut Calculations,23,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,84,4380LH,4380LH,"Heath, Luis",999,Completed,3,0.06,False,450,450,44270,44270,44223,44575,,,,14,2019 UltraTax CS,44135.36541,286049,59,2.94,436.5,2.94,436.5,0,0,0.06,False,597105,False,"Heath, Luis",4380LH,True,Prepare,450,13.5,False
65,61,275,10275,Taxation,999,1065,1065,4,27956983500,27956983500                              `,WealthWave Advisors,77,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,3,-3,True,450,450,42809,42809,42779,43081,,,,14,2015 UltraTax CS,42675.03987,121711,59,6,1140,6,1140,0,0,-3,False,243739,False,"Lowe, Otis",4081OL,True,Prepare,450,-690,True
66,61,269,10269,Taxation,999,1065,1065,21,30804892500,30804892500                              `,InsightfulAccounts,34,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,107,3746HM,3746HM,"Mclean, Haydn",999,Completed,3,2.25,False,390,390,44270,44270,44239,44575,,,,14,2019 UltraTax CS,44135.354,284642,59,0.75,112.5,0.75,112.5,0,0,2.25,False,595229,False,"Mclean, Haydn",3746HM,True,Prepare,390,277.5,False
67,61,245,10245,Taxation,999,1065,1065,21,30804892500,30804892500                              `,InsightfulAccounts,34,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,107,3746HM,3746HM,"Mclean, Haydn",999,Completed,3,0,False,390,390,44635,44635,44637,44804,,,,14,2020 UltraTax CS,44500.68685,370593,59,3,510,3,510,0,0,0,False,711534,False,"Mclean, Haydn",3746HM,True,Prepare,390,-120,True
68,61,276,10276,Taxation,999,1065,1065,14,29405385000,29405385000                              `,VistaVogue Outlets,96,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,84,4380LH,4380LH,"Heath, Luis",999,Completed,3,-2.95,True,300,300,43174,43174,43150,43465,,,,14,2015 UltraTax CS,42970.96326,154733,59,5.95,687.5,5.95,687.5,0,0,-2.95,False,322456,False,"Heath, Luis",4380LH,True,Prepare,300,-387.5,True
69,61,139,10139,Payroll,999,Q4PRW2S,Q4PRW2S,4,27956983500,27956983500                              `,WealthWave Advisors,66,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,3,4686CD,4686CD,"Dennis, Carol",999,Completed,3,1.8,False,270,270,41670,41670,41655,41670,,,,,Creative Solutions Accounting,41414.86397,16495,144,1.2,108,1.2,108,0,0,1.8,False,22064,False,"Dennis, Carol",4686CD,True,Prepare,270,162,False
70,61,363,10363,Taxation,999,1120S,1120S,22,22422573000,22422573000                              `,InfinityItems Retail,8,3,3: Other,41,OTHER,OTHER,Other Activity,1,73,4831LC,4831LC,"Clark, Lucia",999,Completed,0.25,-1.39,True,75,75,44270,44270,44053,44575,,,,20,2019 UltraTax CS,43906.68473,268615,106,1.64,317.85,1.64,317.85,0,0,-1.39,False,563394,False,"Clark, Lucia",4831LC,True,Other,75,-242.85,True
71,61,216,10216,Taxation,999,1120S,1120S,6,30923067000,30923067000                              `,MarketMingle Stores,16,3,3: Other,41,OTHER,OTHER,Other Activity,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.25,-0.1,True,68.75,68.75,42809,42809,42767,43083,,,,20,2015 UltraTax CS,42704.7452,132806,106,0.35,45.5,0.35,45.5,0,0,-0.1,False,269560,False,"Mccoy, Ridwan",2247RM,True,Other,68.75,23.25,False
72,61,115,10115,Taxation,999,1040,1040,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,14,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,1.05,-3.04,True,105,220.5,44301,44301,44251,44574,,,,8,2019 UltraTax CS,44165.39094,288840,56,4.09,613.5,4.09,613.5,0,0,-3.04,False,602563,False,"Beasley, Anya",4193AB,False,Prepare,105,-508.5,True
73,61,296,10296,Taxation,999,1040,1040,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,3,-1.65,True,450,450,42109,42109,42054,42332,,,,8,2013 UltraTax CS,42004.39598,56661,56,4.65,710,4.65,710,0,0,-1.65,False,105061,False,"Beasley, Anya",4193AB,True,Prepare,450,-260,True
74,61,162,10162,Payroll,999,1099,1099,4,27956983500,27956983500                              `,WealthWave Advisors,66,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,3,4686CD,4686CD,"Dennis, Carol",999,Completed,3,2.5,False,375,375,43131,43131,43123,43160,,,,29,Creative Solutions Accounting,43069.51913,170363,145,0.5,70,0.5,70,0,0,2.5,False,361986,False,"Dennis, Carol",4686CD,True,Prepare,375,305,False
75,61,254,10254,Taxation,999,1065,1065,4,27956983500,27956983500                              `,WealthWave Advisors,77,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,3,0.2,False,285,285,41744,41744,41702,41757,,,,14,2012 UltraTax CS,41411.98191,12703,59,2.8,267.5,2.8,267.5,0,0,0.2,False,17006,False,"Lowe, Otis",4081OL,True,Prepare,285,17.5,False
76,61,136,10136,Accounting,999,SEPACCOUNT,SEPACCOUNT,1,38684554500,38684554500                              `,LedgerLogic Accounting,93,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,92,4194AM,4194AM,"Murphy, Asia",999,Completed,3,1.75,False,216,216,41568,41568,41564,41578,,,,3,Creative Solutions Accounting,41448.16544,20211,36,1.25,90,1.25,90,0,0,1.75,False,27912,False,"Murphy, Asia",4194AM,True,Prepare,216,126,False
77,61,197,10197,Taxation,999,1120S,1120S,12,25103704500,25103704500                              `,ProsperPath Investments,12,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.75,-3.05,True,187.5,187.5,43905,43905,43897,44196,,,,19,2019 UltraTax CS,43878.98128,267162,106,3.8,950,3.8,950,0,0,-3.05,False,560860,False,"Ward, Jaime",4337JW,True,Review,187.5,-762.5,True
78,61,244,10244,Taxation,999,1065,1065,21,30804892500,30804892500                              `,InsightfulAccounts,34,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,107,3746HM,3746HM,"Mclean, Haydn",999,Completed,3,1.98,False,390,390,43174,43174,43166,43465,,,,14,2015 UltraTax CS,43082.72657,173486,59,1.02,145.6,1.02,145.6,0,0,1.98,False,366286,False,"Mclean, Haydn",3746HM,True,Prepare,390,244.4,False
79,61,238,10238,Taxation,999,1065,1065,21,30804892500,30804892500                              `,InsightfulAccounts,34,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,107,3746HM,3746HM,"Mclean, Haydn",999,Completed,3,0.6,False,390,390,43906,43906,43874,44196,,,,14,2018 UltraTax CS,43788.93255,241774,59,2.4,240,2.4,240,0,0,0.6,False,488508,False,"Mclean, Haydn",3746HM,True,Prepare,390,150,False
80,61,257,10257,Taxation,999,1065,1065,5,34283535000,34283535000                              `,HorizonBank Corp,15,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,3,-1.35,True,1050,1050,44635,44635,44664,44963,,,,14,2020 UltraTax CS,44500.67594,369252,59,4.35,678.75,4.35,678.75,0,0,-1.35,False,709746,False,"Mccoy, Ridwan",2247RM,True,Prepare,1050,371.25,False
81,61,213,10213,Taxation,999,1120S,1120S,6,30923067000,30923067000                              `,MarketMingle Stores,16,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.75,-2.45,True,195,195,42262,42262,42072,42369,,,,19,2013 UltraTax CS,42004.42514,58909,106,3.2,528,3.2,528,0,0,-2.45,False,110291,False,"Mccoy, Ridwan",2247RM,True,Review,195,-333,True
82,61,128,10128,Payroll,999,PAYROMTHLY,PAYROMTHLY,14,29405385000,29405385000                              `,VistaVogue Outlets,97,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,96,2027MC,2027MC,"Colon, Malachi",999,Completed,0,-8.75,True,0,0,43101,43101,42979,43131,,,,43,Other,42979.75961,154891,397,8.75,990.5,8.75,990.5,0,0,-8.75,False,322814,False,"Colon, Malachi",2027MC,True,Prepare,0,-990.5,True
83,61,250,10250,Taxation,999,1065,1065,5,34283535000,34283535000                              `,HorizonBank Corp,15,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,3,2.5,False,780,780,42109,42109,42061,42367,,,,14,2013 UltraTax CS,42004.4336,59991,59,0.5,60,0.5,60,0,0,2.5,False,111818,False,"Mccoy, Ridwan",2247RM,True,Prepare,780,720,False
84,61,252,10252,Taxation,999,1065,1065,5,34283535000,34283535000                              `,HorizonBank Corp,15,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,3,2.34,False,870,870,43539,43539,43514,43738,,,,14,2017 UltraTax CS,43404.62895,201658,59,0.66,102.5,0.66,102.5,0,0,2.34,False,423176,False,"Mccoy, Ridwan",2247RM,True,Prepare,870,767.5,False
85,61,211,10211,Taxation,999,1120S,1120S,18,23344078500,23344078500                              `,BeaconBridge Banking,9,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,59,3310EM,3310EM,"Moran, Eric",999,Completed,5,1.49,False,850,850,44635,44635,44587,44963,,,,18,2020 UltraTax CS,44530.51359,381510,106,3.51,565.55,3.51,565.55,0,0,1.49,False,732133,False,"Moran, Eric",3310EM,True,Prepare,850,284.45,False
86,61,201,10201,Taxation,999,1120S,1120S,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,17,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.75,-0.25,True,262.5,262.5,44635,44635,44807,44963,,,,19,2020 UltraTax CS,44530.46743,378124,106,1,185,1,185,0,0,-0.25,False,725090,False,"Mccoy, Ridwan",2247RM,True,Review,262.5,77.5,False
87,61,100,10100,Outsourced CFO,999,COMPNODISC,COMPNODISC,6,30923067000,30923067000                              `,MarketMingle Stores,19,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,2,-0.25,True,700,700,44651,44651,44804,44963,,,,21,Creative Solutions Accounting,44469.33399,366438,99,2.25,787.5,2.25,787.5,0,0,-0.25,False,705241,False,"Mccoy, Ridwan",2247RM,True,Review,700,-87.5,True
88,61,199,10199,Taxation,999,1120S,1120S,6,30923067000,30923067000                              `,MarketMingle Stores,16,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.75,-1.25,True,225,225,44270,44270,44268,44575,,,,19,2019 UltraTax CS,44165.4013,289585,106,2,390,2,390,0,0,-1.25,False,604128,False,"Mccoy, Ridwan",2247RM,True,Review,225,-165,True
89,61,210,10210,Taxation,999,1120S,1120S,19,26265427500,26265427500                              `,BrightHorizon Enterprises,10,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.75,0.65,False,187.5,187.5,44635,44635,44594,44963,,,,19,2020 UltraTax CS,44530.51361,381514,106,0.1,18,0.1,18,0,0,0.65,False,732138,False,"Ward, Jaime",4337JW,True,Review,187.5,169.5,False
90,61,149,10149,Payroll,999,1099,1099,14,29405385000,29405385000                              `,VistaVogue Outlets,97,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,58,2994LL,2994LL,"Levy, Leroy",999,Completed,3,2,False,510,510,44228,44228,44221,44249,,,,29,Creative Solutions Accounting,44166.38992,300006,145,1,0,1,0,0,0,2,False,620105,False,"Levy, Leroy",2994LL,True,Prepare,510,510,False
91,61,156,10156,Payroll,999,1099,1099,14,29405385000,29405385000                              `,VistaVogue Outlets,97,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,58,2994LL,2994LL,"Levy, Leroy",999,Completed,3,-1.35,True,510,510,43861,43861,43837,43920,,,,29,Creative Solutions Accounting,43801.72869,253693,145,4.35,421.5,4.35,421.5,0,0,-1.35,False,538207,False,"Levy, Leroy",2994LL,True,Prepare,510,88.5,False
92,61,248,10248,Taxation,999,1065,1065,22,22422573000,22422573000                              `,InfinityItems Retail,8,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,84,4380LH,4380LH,"Heath, Luis",999,Completed,3,2.83,False,450,450,44270,44270,44954,44963,,,,14,2021 UltraTax CS,44605.15081,390238,59,0.17,31.45,0.17,31.45,0,0,2.83,False,746360,False,"Heath, Luis",4380LH,True,Prepare,450,418.55,False
93,61,182,10182,Accounting,999,ACCOUNTING,ACCOUNTING,11,37285951500,37285951500                              `,TrustTide Banking,65,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,96,2027MC,2027MC,"Colon, Malachi",999,Completed,5,4.5,False,700,700,43830,43830,43816,44012,,,,5,Creative Solutions Accounting,43476.38325,216070,81,0.5,70,0.5,70,0,0,4.5,False,446711,False,"Colon, Malachi",2027MC,True,Prepare,700,630,False
94,61,176,10176,Accounting,999,ACCOUNTING,ACCOUNTING,11,37285951500,37285951500                              `,TrustTide Banking,65,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,96,2027MC,2027MC,"Colon, Malachi",999,Completed,5,4.5,False,600,600,42737,42737,42738,42978,,,,5,Creative Solutions Accounting,42371.60966,103827,81,0.5,67.5,0.5,67.5,0,0,4.5,False,208493,False,"Colon, Malachi",2027MC,True,Prepare,600,532.5,False
95,61,246,10246,Taxation,999,1065,1065,24,24744118500,24744118500                              `,NextGen Wealth Management,11,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,104,3121OT,3121OT,"Tran, Osian",999,Completed,3,2.85,False,375,375,44635,44635,44698,44963,,,,14,2020 UltraTax CS,44500.6977,371919,59,0.15,27,0.15,27,0,0,2.85,False,713302,False,"Tran, Osian",3121OT,True,Prepare,375,348,False
96,61,214,10214,Taxation,999,1120S,1120S,6,30923067000,30923067000                              `,MarketMingle Stores,16,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.75,-3.75,True,195,195,42444,42444,42440,42735,,,,19,2015 UltraTax CS,42338.45638,89617,106,4.5,810,4.5,810,0,0,-3.75,False,178753,False,"Mccoy, Ridwan",2247RM,True,Review,195,-615,True
97,61,202,10202,Taxation,999,1120S,1120S,6,30923067000,30923067000                              `,MarketMingle Stores,16,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.75,-0.25,True,262.5,262.5,44635,44635,44814,44963,,,,19,2020 UltraTax CS,44530.46904,378307,106,1,185,1,185,0,0,-0.25,False,725338,False,"Mccoy, Ridwan",2247RM,True,Review,262.5,77.5,False
98,61,161,10161,Payroll,999,1099,1099,14,29405385000,29405385000                              `,VistaVogue Outlets,97,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,58,2994LL,2994LL,"Levy, Leroy",999,Completed,3,0.75,False,360,450,43131,43131,43116,43160,,,,29,Creative Solutions Accounting,43014.80921,156349,145,2.25,250,2.25,250,0,0,0.75,False,325092,False,"Levy, Leroy",2994LL,True,Prepare,360,110,False
99,61,160,10160,Payroll,999,1099,1099,4,27956983500,27956983500                              `,WealthWave Advisors,66,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,3,4686CD,4686CD,"Dennis, Carol",999,Completed,3,2.25,False,375,375,42766,42766,42759,42794,,,,29,Creative Solutions Accounting,42704.75106,133404,145,0.75,82.5,0.75,82.5,0,0,2.25,False,270358,False,"Dennis, Carol",4686CD,True,Prepare,375,292.5,False
100,61,175,10175,Accounting,999,ACCOUNTING,ACCOUNTING,1,38684554500,38684554500                              `,LedgerLogic Accounting,93,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,5,-7.45,True,700,700,42737,42737,42409,42978,,,,5,Creative Solutions Accounting,42371.59683,102490,81,12.45,1524,12.45,1524,0,0,-7.45,False,206710,False,"Lowe, Otis",4081OL,True,Prepare,700,-824,True
101,61,6,10006,Outsourced CFO,999,COMPNODISC,COMPNODISC,6,30923067000,30923067000                              `,MarketMingle Stores,19,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,2,-5.1,True,400,400,41729,41729,41744,42004,,,,21,Creative Solutions Accounting,41608.37543,31804,99,7.1,1189,7.1,1189,0,0,-5.1,False,45249,False,"Mccoy, Ridwan",2247RM,True,Review,400,-789,True
102,61,237,10237,Taxation,999,TAXPLAN,TAXPLAN,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,3,-6.5,True,630,630,43830,43830,43748,43838,,,,33,2018 UltraTax CS,43570.35347,228326,208,9.5,1615,9.5,1615,0,0,-6.5,False,467694,False,"Beasley, Anya",4193AB,True,Prepare,630,-985,True
103,61,229,10229,Taxation,999,TAXPLAN,TAXPLAN,8,39481843500,39481843500                              `,UrbanTrend Retailers,64,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,3,-0.75,True,450,450,43098,43098,43077,43139,,,,33,2015 UltraTax CS,42808.46824,148279,208,3.75,580,3.75,580,0,0,-0.75,False,307432,False,"Lowe, Otis",4081OL,True,Prepare,450,-130,True
104,61,208,10208,Taxation,999,1120S,1120S,19,26265427500,26265427500                              `,BrightHorizon Enterprises,10,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.75,-1.25,True,187.5,187.5,44270,44270,44257,44575,,,,19,2019 UltraTax CS,44165.61204,297603,106,2,390,2,390,0,0,-1.25,False,616895,False,"Ward, Jaime",4337JW,True,Review,187.5,-202.5,True
105,61,203,10203,Taxation,999,1120S,1120S,12,25103704500,25103704500                              `,ProsperPath Investments,12,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.75,0,False,187.5,187.5,44635,44635,44622,44963,,,,19,2020 UltraTax CS,44530.51363,381517,106,0.75,135,0.75,135,0,0,0,False,732142,False,"Ward, Jaime",4337JW,True,Review,187.5,52.5,False
106,61,204,10204,Taxation,999,1120S,1120S,18,23344078500,23344078500                              `,BeaconBridge Banking,9,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.75,-1.25,True,187.5,187.5,43905,43905,43894,44196,,,,19,2019 UltraTax CS,43878.93571,267147,106,2,500,2,500,0,0,-1.25,False,560825,False,"Ward, Jaime",4337JW,True,Review,187.5,-312.5,True
107,61,200,10200,Taxation,999,1120S,1120S,12,25103704500,25103704500                              `,ProsperPath Investments,12,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.75,-1.25,True,187.5,187.5,44270,44270,44257,44575,,,,19,2019 UltraTax CS,44165.61206,297606,106,2,390,2,390,0,0,-1.25,False,616899,False,"Ward, Jaime",4337JW,True,Review,187.5,-202.5,True
108,61,2,10002,Accounting,999,ACCOUNTING,ACCOUNTING,4,27956983500,27956983500                              `,WealthWave Advisors,92,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,92,4194AM,4194AM,"Murphy, Asia",999,Completed,5,4.72,False,700,750,44561,44561,44221,44221,,,,5,Creative Solutions Accounting,44207.31203,303944,81,0.28,0,0.28,0,0,0,4.72,False,626077,False,"Murphy, Asia",4194AM,True,Prepare,700,700,False
